id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
430610,❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,326,5,113,2021-12-22,0.97,3,134,8,STR-OPLI-19-001606
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Private room,77,30,116,2019-08-26,0.98,1,179,0,
490076,Super cute w/gardens & charm. Great location!,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65617,-122.35262,Entire home/apt,78,4,390,2022-03-18,4.10,3,39,9,STR-OPLI-19-001657
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Rainier Valley,Columbia City,47.56007,-122.27873,Entire home/apt,79,2,384,2022-03-19,3.25,1,179,30,STR-OPLI-19-001047
493591,the 5-star  house-# 5-> Marilyn Monroe's room,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,50,30,181,2021-02-03,1.52,4,295,0,STR-OPLI-19-002472
544433,"8, Sparkling Seattle Center",2612779,Serina,Queen Anne,Lower Queen Anne,47.61957,-122.35655,Entire home/apt,95,30,441,2019-09-02,3.72,1,203,0,
552325,Amazing WaterView Condo near UW + Eastlake - 2B/1B,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,229,30,31,2021-12-28,0.29,3,55,5,
565703,Garden Apartment in Madison Valley,2781551,Ron,Central Area,Mann,47.62125,-122.29697,Entire home/apt,131,3,315,2022-03-19,2.88,3,289,6,STR-OPLI-19-001833
566435,"""The 5-Star House"" - # 6->The Hawaiian room",2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,75,30,90,2019-04-28,0.77,4,294,0,STR-OPLI-19-002472
573942,Queen Bee room w/cooling memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54916,-122.31819,Private room,60,2,198,2022-03-13,1.70,9,347,28,STR-OPLI-19-003039
580815,St. John's Apt. 319 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.6139,-122.32228,Entire home/apt,168,30,59,2021-10-03,0.55,4,43,4,STR-OPLI-19-001273
598023,West Seattle Home at Alaska Junction!,2613029,Jeffrey,West Seattle,Genesee,47.56162,-122.38812,Private room,129,3,21,2021-09-17,0.20,1,364,5,STR-OPLI-19-000822
604600,Seattle 1 br,103427,Jacqueline M,Downtown,Central Business District,47.61326,-122.33148,Entire home/apt,282,30,1,2014-09-11,0.01,2,365,0,Exempt
607788,Seattle studio,103427,Jacqueline M,Downtown,Central Business District,47.61317,-122.33346,Private room,232,2,2,2013-10-17,0.02,2,365,0,Exempt
609252,"Sans souci in Seattle: Clean, fresh air (4 guests)",3018655,Louise,Other neighborhoods,Greenwood,47.69647,-122.36322,Entire home/apt,275,30,3,2020-09-26,0.05,1,81,0,STR-OPLI-19-002887
609610,A place to stay: studio apartment,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,110,30,22,2016-09-17,0.19,2,111,0,STR-OPLI-22-000371
609701,Charming Fremont Garden Cottage,3023407,Nan,Other neighborhoods,Fremont,47.65607,-122.35899,Entire home/apt,99,4,542,2022-02-23,4.61,1,197,20,STR-OPLI-19-001007
611509,Craftsman with Private Bath & A/C,3032548,Joanna,Other neighborhoods,Wallingford,47.6638,-122.33827,Private room,80,30,83,2020-09-05,0.71,1,81,0,STR-OPLI-19-002927
620518,Spacious quiet/deck Ravenna UW 04-5,3074414,Melissa,Other neighborhoods,Ravenna,47.67489,-122.29078,Entire home/apt,89,30,11,2022-02-09,0.09,87,226,3,
631445,Work from this Belltown View Condo,3139639,Alicia,Downtown,Belltown,47.61373,-122.34887,Entire home/apt,95,30,167,2021-10-31,1.43,1,21,5,
635878,"Center UW Remodeled in 2021, Spacious 2 Beds (203)",3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,88,2,36,2021-12-04,0.34,87,231,8,STR-OPLI-19-002641
637710,Roots at the Center of the Universe,3181546,Farhad,Other neighborhoods,Fremont,47.653,-122.35595,Entire home/apt,240,2,123,2021-09-13,1.10,1,306,13,STR-OPLI-19-003215
654734,Gorgeous Downtown/Convention Condo,3294357,Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,168,30,83,2021-10-01,0.72,4,355,2,
661708,Elegant Madison Park Townhome,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,245,30,10,2019-10-21,0.21,1,364,0,
677266,Moulin Rouge room French style double room,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,60,2,109,2021-11-21,0.94,9,265,20,STR-OPLI-19-003039
677365,Spacious West Seattle Mid Century Modern In-law,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,119,1,196,2022-03-20,3.93,2,39,40,STR-OPLI-19-002932
681866,Bright room in Seattle Judkins Park,103825,Patricia,Central Area,Atlantic,47.59245,-122.30322,Private room,60,30,43,2019-11-11,0.37,1,0,0,
689309,Elegance and Coziness in Broadview,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,2,17,2021-10-01,0.15,1,362,7,STR-OPLI-19-003395
703058,True Wallingford Craftsman,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,260,4,192,2022-03-11,1.66,1,69,20,STR-OPLI-19-001188
704764,Elegant Vintage Craftsman Apartment With Garden,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,167,1,314,2022-02-20,2.78,1,91,34,STR-OPLI-19-001424
706385,Sky Cabin Apartment with Views,2070664,Gillian,Cascade,Eastlake,47.64307,-122.32556,Entire home/apt,121,2,523,2022-03-05,4.57,1,2,13,STR-OPLI-19-000453
708774,Clean and Comfortable Eastlake/Lake Union 1 BR,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,109,30,134,2021-08-21,1.19,7,195,2,
723723,BAMBOO BUNGALOW,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,524,30,50,2017-08-13,0.44,2,71,0,
723846,"The Cozy Cottage in Maple Leaf (UW, Green Lake)",3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,125,2,164,2022-03-05,1.47,1,294,29,STR-OPLI-19-002418
748526,Mother in law studio-Ballard/phinne,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,86,2021-05-31,0.76,1,296,2,
757840,Hilltop House - 4 Bdrm Queen Anne Primo Location!,3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,293,4,415,2022-02-28,3.64,1,229,43,STR-OPLI-19-000945
789229,Designer Loft in Pioneer Square,1872473,Trong And Annie,Downtown,Pioneer Square,47.59393,-122.33262,Entire home/apt,155,30,123,2019-11-23,1.13,1,365,0,
793629,Cheery Seattle House with View,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,101,30,311,2022-02-06,2.76,1,73,13,STR-OPLI-19-003115
841274,Goat Hill House Apartment,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,100,3,155,2022-03-18,1.42,1,229,24,STR-OPLI-19-002082
844939,"Five Star Downtown Designer Urban Suite, Space Needle View",4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,165,2,142,2020-04-04,1.28,2,263,0,STR-OPLI-19-000420
846763,Right at Home in Ravenna,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,42,30,73,2021-09-19,0.65,1,143,3,
863881,Bright and beautiful craftsman in heart of Seattle,1195347,Dorothee + Steffen,Other neighborhoods,Wallingford,47.65209,-122.34048,Entire home/apt,90,60,2,2021-07-03,0.06,1,113,1,
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,99,2021-08-02,0.90,2,194,17,STR-OPLI-19-002301
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,95,2022-01-15,0.85,2,264,7,STR-OPLI-19-002301
902609,Entire guest suite in SW of Seattle,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,72,2,211,2022-03-04,1.93,3,335,20,STR-OPLI-19-002360
904057,Seattle Mini Home with Hot Tub and Private Deck,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,109,3,455,2022-03-08,4.11,1,256,48,STR-OPLI-19-000380
942490,Charming Greenwood neighborhood flat,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,104,2,126,2021-11-21,1.15,1,262,6,STR-OPLI-20-000322
948077,THE COTTAGE a Capitol Hill oasis - Free parking,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,142,2,410,2022-02-26,3.75,1,300,57,STR-OPLI-21-000042
1000883,Westside Hideaway,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,125,3,198,2022-02-26,1.86,1,68,18,STR-OPLI-19-003112
1012003,Capitol Hill Gem in Great Location,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,2,36,2019-10-20,0.33,1,81,0,STR-OPLI-19-000062
1022135,"Contemporary, Cozy, and Warm Home",5387574,Sara,Northgate,Haller Lake,47.70662,-122.34358,Private room,82,30,9,2018-11-20,0.08,1,173,0,
1023693,"Get Cozy at a Hip, Vintage-Style Retreat",5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,109,4,309,2022-03-09,2.94,2,300,36,STR-OPLI-19-001088
1042022,Perfect Location by Lake Washington,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,89,2,308,2022-03-07,2.85,1,299,32,STR-OPLI-19-002937
1043194,Bright CityView next to Convention Ctr,3294357,Grace,Downtown,First Hill,47.61107,-122.32888,Entire home/apt,175,30,50,2020-08-22,0.48,4,365,0,STR-OPLI-19-002980
1048798,"West Seattle Home, Dazzling View, Quiet & Tranquil",5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,158,2,378,2022-03-20,3.48,1,193,52,STR-OPLI-19-000502
1071203,Beautiful Private Suite in the Heart of Seattle,2754788,Amaris,Other neighborhoods,Fremont,47.65689,-122.36,Private room,99,30,30,2018-01-02,0.43,3,58,0,STR-OPLI-19-002688
1090449,Comfy 1 Bdrm Capitol Hill Apartment,2739131,Chad & Ruben,Capitol Hill,Broadway,47.61769,-122.32645,Entire home/apt,132,2,406,2022-03-16,3.76,1,19,45,STR-OPLI-19-001302
1097520,Relaxed sophistication in Mt. Baker,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,108,3,283,2022-03-18,2.63,1,271,44,STR-OPLI-19-003217
1100686,Tree top room in artsy Fremont - high ceilings,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65417,-122.35402,Private room,58,4,339,2022-03-15,3.56,3,51,3,STR-OPLI-19-001657
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,135,30,52,2021-11-16,0.48,1,283,6,STR-OPLI-19-002257
1122236,MODERN LUXURY on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,119,30,138,2022-01-31,1.28,9,317,3,STR-OPLI-19-002120
1146966,Artsy home in terrific Fremont neighborhood,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65474,-122.3526,Private room,57,4,293,2022-03-09,2.74,3,56,3,STR-OPLI-19-001657
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,314,30,18,2021-08-29,0.17,1,208,1,
1157083,Modern 2BR/2BA By ConventionCenter,3294357,Grace,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,285,3,67,2021-12-05,0.63,4,342,11,STR-OPLI-19-002769
1159111,St. John's Apt. 203 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,204,3,131,2022-03-15,1.22,4,69,16,STR-OPLI-19-001273
1171574,Private Entrance and Central,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,65,4,524,2022-03-15,4.90,2,148,47,STR-OPLI-19-000461
1175308,Ballard oasis in the pacific Northwest,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,180,4,18,2021-08-24,0.17,1,237,5,STR-OPLI-19-003252
1190224,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69414,-122.27722,Private room,60,30,30,2019-09-07,0.29,2,364,0,
1190571,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69413,-122.2762,Private room,60,30,27,2019-07-21,0.26,2,364,0,
1219691,Sweet 1920's cottage in N. Seattle,6654033,"April, Mike, And Maggie",Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,119,30,65,2021-12-20,0.61,1,214,3,STR-OPLI-20-000033
1256892,Daisy Mae's Guest Space - Phinney Ridge,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,243,2022-02-27,2.28,1,126,29,STR-OPLI-19-000499
1260259,Zen Garden Oasis,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,160,2,120,2022-03-03,1.13,1,48,21,STR-OPLI-21-000222
1265651,Quiet Top floor 2 bdrs 2 baths UW & Trail W/D 401,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,125,30,29,2022-01-22,0.30,87,241,2,STR-OPLI-19-002570
1273432,Mod Green Built Home Central Seattle,6931145,Karen,Central Area,Minor,47.60188,-122.30785,Entire home/apt,279,30,34,2021-08-24,0.32,1,74,4,STR-OPLI-19-002335
1301535,2 Huge Private Rooms + Common Area,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,1,299,2022-03-06,3.14,1,142,36,STR-OPLI-19-000874
1351716,Sparkling Clean Guest House: Short/Long Rental,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,92,30,251,2021-11-30,2.37,1,119,4,19-000920
1355094,Capitol Hill Excursion,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,35,30,171,2022-02-28,1.62,4,42,5,
1356339,"Capitol Hill MODERN Apt,Great Location!",1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,119,30,185,2022-02-12,1.79,9,320,22,STR-OPLI-19-001708
1365882,Serene W/D walk to UW/U Village 203,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,112,30,34,2021-04-13,0.33,87,238,1,STR-OPLI-19-002570
1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,2019-09-05,0.29,1,280,0,STR-OPLI-19-003088
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,University District,University District,47.66139,-122.31495,Entire home/apt,79,2,30,2021-09-25,0.28,87,300,3,STR-OPLI-19-002641
1439237,Beautiful Madrona Large Private,7730805,Stephanie,Central Area,Leschi,47.6076,-122.29081,Private room,88,31,92,2019-07-15,0.88,2,81,0,STR-OPLI-19-001790
1484595,Steps to UW Center of attraction Modem & Cable TV,3074414,Melissa,University District,University District,47.65865,-122.31784,Entire home/apt,88,30,34,2022-01-24,0.33,87,244,3,STR-OPLI-19-002570
1488166,Entire Ballard Home - Beautiful Sunset Hill,1212520,Jeremy And Rachael,Ballard,Sunset Hill,47.67595,-122.40073,Entire home/apt,295,7,66,2020-07-30,0.63,4,0,0,STR-OPLI-20-000090
1494828,Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63996,-122.32414,Entire home/apt,142,30,238,2022-01-22,2.28,7,246,4,
1494986,Queen Anne Guesthouse with a Balcony and Garden Hot Tub,316200,William,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,168,3,156,2022-02-19,1.50,7,167,1,STR-OPLI-19-000681
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,87,30,32,2021-08-21,0.31,87,272,2,
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,97,30,64,2020-10-19,0.61,87,57,0,STR-OPLI-21-002570
1556170,1 Bdrm N. Beacon Hill Apt-West Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57352,-122.30891,Entire home/apt,79,30,133,2021-11-06,1.29,2,229,3,STR-OPLI-19-002965
1562643,Renovated 1904 Capitol Hill classic,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Entire home/apt,269,3,83,2021-12-29,0.94,3,0,12,STR-OPLI-19-001755
1579615,"Ballard, Seattle cozy studio apt. with king bed",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,107,3,268,2022-03-16,2.58,1,276,55,STR-OPLI-19-002571
1588658,Walk to Campus From a New University District Apartment,3593244,Brittni,University District,University District,47.670322,-122.315468,Entire home/apt,214,2,88,2022-02-08,2.12,1,76,23,STR-OPLI-19-002352
1588941,Private backyard studio in Ballard,5692720,Amy,Ballard,Whittier Heights,47.68413,-122.37347,Private room,93,1,109,2021-09-13,1.87,1,0,10,STR-OPLI-19-002409
1589681,Ballard Cottage,681242,Heather,Ballard,Loyal Heights,47.67909,-122.38422,Entire home/apt,83,1,331,2022-02-06,4.19,1,48,36,STR-OPLI-19-002924
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69106,-122.38337,Private room,150,30,46,2015-10-06,0.49,1,365,0,
1594219,Seattle Rock n' Roll Room w/Queen Bed,197690,Trishann,Other neighborhoods,Broadview,47.71483,-122.35631,Private room,999,59,80,2019-10-20,0.78,3,269,0,
1594313,Seattle Rock n' Roll Room w/King Bed,197690,Trishann,Other neighborhoods,Broadview,47.71395,-122.3561,Private room,999,59,81,2019-09-29,0.78,3,261,0,
1599010,Center UW Large Wood Floor King bed walk UW (104),3074414,Melissa,University District,University District,47.66135,-122.31503,Entire home/apt,87,30,18,2021-10-02,0.19,87,279,3,STR-OPLI-19-002641
1603124,Center UW Fast Internet Comfy 208,3074414,Melissa,University District,University District,47.66108,-122.31434,Entire home/apt,90,1,15,2021-11-13,0.15,87,265,1,STR-OPLI-19-002641
1629525,Forest Street Guest House,8660724,Deb,Beacon Hill,North Beacon Hill,47.57741,-122.30158,Private room,42,30,4,2022-02-15,0.08,3,249,2,
1684236,Seattle Downtown Attractions & Convention Center,8905591,David,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,70,20,187,2022-01-12,1.82,1,203,5,STR-OPLI-21-000010
1686930,Walk to Space Needle Vintage View House with King Bed,8916363,Paige,Queen Anne,West Queen Anne,47.63059,-122.36509,Entire home/apt,169,1,471,2022-03-18,4.57,3,12,104,STR-OPLI-19-001889
1687322,Modern spacious 1bd downtown,5040664,Adam,Capitol Hill,Broadway,47.61526,-122.32558,Entire home/apt,500,30,31,2016-06-03,0.30,1,179,0,
1696015,Waterfront on Northshore of Seattle's Elliott Bay,8956137,William,Magnolia,Briarcliff,47.63232,-122.39463,Entire home/apt,375,30,42,2021-07-31,0.43,3,261,1,STR-OPLI-19-001140
1696194,WATERFRONT BEACH BUNGALOW,8956137,William,Magnolia,Briarcliff,47.63236,-122.39476,Entire home/apt,165,30,54,2019-09-02,0.56,3,360,0,
1696389,Luxury  View Home Queen Anne Neighborhood,8956137,William,Queen Anne,West Queen Anne,47.6304,-122.37041,Entire home/apt,214,30,3,2021-09-15,0.07,3,291,1,
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Broadway,47.61884,-122.32476,Entire home/apt,85,3,113,2021-10-18,1.36,1,2,12,STR-OPLI-19-001892
